ID, Method, Class, Line, LineNo
130, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, $z0 = virtualinvoke r0.<org.fdroid.fdroid.data.AppProvider$AppQuerySelection: boolean naturalJoinToInstalled()>(), 80, 
131, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, specialinvoke r2.<org.fdroid.fdroid.data.AppProvider$AppQuerySelection: void <init>(java.lang.String;java.lang.String[])>($r4; $r5), 78, 
132, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, $r5 = virtualinvoke $r3.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] getArgs()>(), 76, 
133, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, $r4 = virtualinvoke $r3.<org.fdroid.fdroid.data.QuerySelection: java.lang.String getSelection()>(), 74, 
134, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, r2 = new org.fdroid.fdroid.data.AppProvider$AppQuerySelection, 72, 
135, org.fdroid.fdroid.data.AppProvider$AppQuerySelection add(org.fdroid.fdroid.data.AppProvider$AppQuerySelection), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, $r3 = specialinvoke r0.<org.fdroid.fdroid.data.QuerySelection: org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection)>($r1), 70, 
136, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, return r0, 182, 
137, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, specialinvoke r0.<org.fdroid.fdroid.data.QuerySelection: void <init>(java.lang.String;java.util.List)>(r3; r2), 180, 
138, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r0 = new org.fdroid.fdroid.data.QuerySelection, 178, 
139, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label5, 171, 
140, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke $r1.<org.fdroid.fdroid.data.QuerySelection: boolean hasArgs()>(), 169, 
141, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label4, 162, 
142, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke r0.<org.fdroid.fdroid.data.QuerySelection: boolean hasArgs()>(), 160, 
143, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, specialinvoke r2.<java.util.ArrayList: void <init>(int)>(i0), 158, 
144, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, i0 = i0 + i1, 156, 
145, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r2 = new java.util.ArrayList, 154, 
146, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, i1 = lengthof $r5, 151, 
147, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r5 = $r1.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args>, 149, 
148, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label9, 147, 
149, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke $r1.<org.fdroid.fdroid.data.QuerySelection: boolean hasArgs()>(), 145, 
150, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, i0 = lengthof $r5, 142, 
151, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r5 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args>, 140, 
152, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label8, 138, 
153, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke r0.<org.fdroid.fdroid.data.QuerySelection: boolean hasArgs()>(), 136, 
154, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r3 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.String toString()>(), 133, 
155, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(") "), 131, 
156, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r3), 129, 
157, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r3 = virtualinvoke $r1.<org.fdroid.fdroid.data.QuerySelection: java.lang.String getSelection()>(), 127, 
158, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(") AND ("), 125, 
159, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(r3), 123, 
160, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r3 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String selection>, 121, 
161, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = virtualinvoke $r4.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(" ("), 119, 
162, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, specialinvoke $r4.<java.lang.StringBuilder: void <init>()>(), 117, 
163, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $r4 = new java.lang.StringBuilder, 115, 
164, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label6, 113, 
165, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke $r1.<org.fdroid.fdroid.data.QuerySelection: boolean hasSelection()>(), 111, 
166, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, if $z0 == 0 goto label6, 109, 
167, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, $z0 = virtualinvoke r0.<org.fdroid.fdroid.data.QuerySelection: boolean hasSelection()>(), 107, 
168, org.fdroid.fdroid.data.QuerySelection add(org.fdroid.fdroid.data.QuerySelection), org.fdroid.fdroid.data.QuerySelection, r3 = null, 105, 
169, boolean hasSelection(), org.fdroid.fdroid.data.QuerySelection, return 1, 271, 
170, boolean hasSelection(), org.fdroid.fdroid.data.QuerySelection, if $z0 != 0 goto label1, 269, 
171, boolean hasSelection(), org.fdroid.fdroid.data.QuerySelection, $z0 = staticinvoke <android.text.TextUtils: boolean isEmpty(java.lang.CharSequence)>($r1), 267, 
172, boolean hasSelection(), org.fdroid.fdroid.data.QuerySelection, $r1 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String selection>, 265, 
173, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, return 0, 255, 
174, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, if $i0 <= 0 goto label1, 250, 
175, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, $i0 = lengthof $r1, 248, 
176, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, $r1 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args>, 246, 
177, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, if $r1 == null goto label1, 244, 
178, boolean hasArgs(), org.fdroid.fdroid.data.QuerySelection, $r1 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args>, 242, 
179, void <init>(java.lang.String;java.lang.String[]), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, specialinvoke r0.<org.fdroid.fdroid.data.QuerySelection: void <init>(java.lang.String;java.lang.String[])>($r1; $r2), 54, 
180, void <init>(java.lang.String;java.lang.String[]), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String selection> = $r1, 67, 
181, void <init>(java.lang.String;java.lang.String[]), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args> = $r2, 65, 
182, void <init>(java.lang.String;java.lang.String[]), org.fdroid.fdroid.data.QuerySelection, specialinvoke r0.<java.lang.Object: void <init>()>(), 63, 
183, org.fdroid.fdroid.data.AppProvider$AppQuerySelection requireNaturalInstalledTable(), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, return r0, 113, 
184, org.fdroid.fdroid.data.AppProvider$AppQuerySelection requireNaturalInstalledTable(), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, r0.<org.fdroid.fdroid.data.AppProvider$AppQuerySelection: boolean naturalJoinToInstalled> = 1, 111, 
185, org.fdroid.fdroid.data.AppProvider$AppQuerySelection queryExcludeSwap(), org.fdroid.fdroid.data.AppProvider, return $r1, 852, 
186, org.fdroid.fdroid.data.AppProvider$AppQuerySelection queryExcludeSwap(), org.fdroid.fdroid.data.AppProvider, specialinvoke $r1.<org.fdroid.fdroid.data.AppProvider$AppQuerySelection: void <init>(java.lang.String)>(" fdroid_repo.isSwap = 0 OR fdroid_repo.isSwap is null "), 850, 
187, org.fdroid.fdroid.data.AppProvider$AppQuerySelection queryExcludeSwap(), org.fdroid.fdroid.data.AppProvider, $r1 = new org.fdroid.fdroid.data.AppProvider$AppQuerySelection, 848, 
188, void <init>(java.lang.String), org.fdroid.fdroid.data.AppProvider$AppQuerySelection, specialinvoke r0.<org.fdroid.fdroid.data.QuerySelection: void <init>(java.lang.String)>($r1), 22, 
189, void <init>(java.lang.String), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args> = null, 17, 
190, void <init>(java.lang.String), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String selection> = $r1, 15, 
191, void <init>(java.lang.String), org.fdroid.fdroid.data.QuerySelection, specialinvoke r0.<java.lang.Object: void <init>()>(), 13, 
192, java.lang.String[] getArgs(), org.fdroid.fdroid.data.QuerySelection, return r1, 221, 
193, java.lang.String[] getArgs(), org.fdroid.fdroid.data.QuerySelection, r1 = r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args>, 219, 
194, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r2 = specialinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String orderBySql()>(), 473, 
195, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r2 = specialinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String groupBySql()>(), 469, 
196, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r2), 467, 
197, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r2 = specialinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String whereSql()>(), 465, 
198, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r2 = specialinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String fieldsSql()>(), 455, 
199, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r2 = specialinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String distinctSql()>(), 451, 
200, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>("SELECT "), 449, 
201, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, specialinvoke $r1.<java.lang.StringBuilder: void <init>()>(), 447, 
202, java.lang.String toString(), org.fdroid.fdroid.data.QueryBuilder, $r1 = new java.lang.StringBuilder, 445, 
203, java.lang.String distinctSql(), org.fdroid.fdroid.data.QueryBuilder, return "", 47, 
204, java.lang.String distinctSql(), org.fdroid.fdroid.data.QueryBuilder, if $z0 == 0 goto label1, 42, 
205, java.lang.String distinctSql(), org.fdroid.fdroid.data.QueryBuilder, $z0 = virtualinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: boolean isDistinct()>(), 40, 
206, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, return $r4, 93, 
207, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $r4 = virtualinvoke r1.<java.lang.StringBuilder: java.lang.String toString()>(), 91, 
208, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, i0 = i0 + 1, 86, 
209, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r4), 84, 
210, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $r4 = (java.lang.String) $r3, 82, 
211, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $r3 = interfaceinvoke $r2.<java.util.List: java.lang.Object get(int)>(i0), 80, 
212, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.util.List fields>, 78, 
213, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, virtualinvoke r1.<java.lang.StringBuilder: java.lang.StringBuilder append(char)>(44), 75, 
214, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, if i0 <= 0 goto label2, 73, 
215, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, if i0 >= $i1 goto label3, 71, 
216, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $i1 = interfaceinvoke $r2.<java.util.List: int size()>(), 69, 
217, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.util.List fields>, 67, 
218, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, i0 = 0, 64, 
219, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, specialinvoke r1.<java.lang.StringBuilder: void <init>()>(), 62, 
220, java.lang.String fieldsSql(), org.fdroid.fdroid.data.QueryBuilder, r1 = new java.lang.StringBuilder, 60, 
221, java.lang.String tablesSql(), org.fdroid.fdroid.data.QueryBuilder, return $r1, 210, 
222, java.lang.String tablesSql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.String toString()>(), 208, 
223, java.lang.String tablesSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.StringBuilder tables>, 206, 
224, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, return $r1, 236, 
225, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.String toString()>(), 234, 
226, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r1), 232, 
227, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String selection>, 230, 
228, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(" WHERE "), 228, 
229, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, specialinvoke $r2.<java.lang.StringBuilder: void <init>()>(), 226, 
230, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = new java.lang.StringBuilder, 224, 
231, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, if $r1 == null goto label1, 222, 
232, java.lang.String whereSql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String selection>, 220, 
233, java.lang.String groupBySql(), org.fdroid.fdroid.data.QueryBuilder, return "", 122, 
234, java.lang.String groupBySql(), org.fdroid.fdroid.data.QueryBuilder, if $r1 == null goto label1, 101, 
235, java.lang.String groupBySql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String groupBy()>(), 103, 
236, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, return $r3, 415, 
237, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $r3 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.String toString()>(), 413, 
238, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $r1 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(".id"), 411, 
239, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $r1 = virtualinvoke $r1.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r3), 409, 
240, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $r3 = virtualinvoke $r2.<org.fdroid.fdroid.data.AppProvider: java.lang.String getTableName()>(), 407, 
241, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, specialinvoke $r1.<java.lang.StringBuilder: void <init>()>(), 403, 
242, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $r1 = new java.lang.StringBuilder, 401, 
243, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, if $z0 == 0 goto label1, 396, 
244, java.lang.String groupBy(), org.fdroid.fdroid.data.AppProvider$Query, $z0 = r0.<org.fdroid.fdroid.data.AppProvider$Query: boolean countFieldAppended>, 394, 
245, java.lang.String getTableName(), org.fdroid.fdroid.data.AppProvider, return "fdroid_app", 1684, 
246, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, return $r1, 193, 
247, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.String toString()>(), 191, 
248, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>($r1), 189, 
249, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String orderBy>, 187, 
250, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = virtualinvoke $r2.<java.lang.StringBuilder: java.lang.StringBuilder append(java.lang.String)>(" ORDER BY "), 185, 
251, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, specialinvoke $r2.<java.lang.StringBuilder: void <init>()>(), 183, 
252, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r2 = new java.lang.StringBuilder, 181, 
253, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, if $r1 == null goto label1, 179, 
254, java.lang.String orderBySql(), org.fdroid.fdroid.data.QueryBuilder, $r1 = r0.<org.fdroid.fdroid.data.QueryBuilder: java.lang.String orderBy>, 177, 
255, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, virtualinvoke $r3.<android.support.v4.app.LoaderManager: android.support.v4.content.Loader restartLoader(int;android.os.Bundle;android.support.v4.app.LoaderManager$LoaderCallbacks)>(0; null; r0), 449, 
256, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, if $z0 == 0 goto label1, 445, 
257, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, $z0 = virtualinvoke r0.<org.fdroid.fdroid.views.fragments.AppListFragment: boolean isAdded()>(), 443, 
258, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, r0.<org.fdroid.fdroid.views.fragments.AppListFragment: java.lang.String searchQuery> = $r1, 441, 
259, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, if $z0 != 0 goto label1, 439, 
260, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, $z0 = staticinvoke <android.text.TextUtils: boolean equals(java.lang.CharSequence;java.lang.CharSequence)>($r1; $r2), 437, 
261, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.fragments.AppListFragment, $r2 = r0.<org.fdroid.fdroid.views.fragments.AppListFragment: java.lang.String searchQuery>, 435, 
262, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, virtualinvoke r3.<org.fdroid.fdroid.views.fragments.AppListFragment: void updateSearchQuery(java.lang.String)>($r1), 270, 
263, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, if r3 == null goto label2, 268, 
264, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, r3 = r2[i1], 266, 
265, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, if i1 >= i0 goto label3, 264, 
266, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, i1 = 0, 261, 
267, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, i0 = lengthof r2, 259, 
268, void updateSearchQuery(java.lang.String), org.fdroid.fdroid.views.AppListFragmentPagerAdapter, r2 = r0.<org.fdroid.fdroid.views.AppListFragmentPagerAdapter: org.fdroid.fdroid.views.fragments.AppListFragment[] registeredFragments>, 257, 
269, boolean onQueryTextChange(java.lang.String), org.fdroid.fdroid.FDroid, virtualinvoke $r2.<org.fdroid.fdroid.views.AppListFragmentPagerAdapter: void updateSearchQuery(java.lang.String)>($r1), 916, 
270, boolean onQueryTextChange(java.lang.String), org.fdroid.fdroid.FDroid, $r2 = r0.<org.fdroid.fdroid.FDroid: org.fdroid.fdroid.views.AppListFragmentPagerAdapter adapter>, 914, 
271, void <clinit>(), org.fdroid.fdroid.data.AppProvider, <org.fdroid.fdroid.data.AppProvider: android.content.UriMatcher matcher> = $r0, 42, 
272, void <clinit>(), org.fdroid.fdroid.data.AppProvider, specialinvoke $r0.<android.content.UriMatcher: void <init>(int)>(-1), 40, 
273, void <clinit>(), org.fdroid.fdroid.data.AppProvider, $r0 = new android.content.UriMatcher, 38, 
274, void <init>(java.lang.String;java.util.List), org.fdroid.fdroid.data.QuerySelection, $r3 = newarray (java.lang.String)[$i0], 39, 
275, void <init>(java.lang.String;java.util.List), org.fdroid.fdroid.data.QuerySelection, $i0 = interfaceinvoke r2.<java.util.List: int size()>(), 37, 
276, void <init>(java.lang.String;java.util.List), org.fdroid.fdroid.data.QuerySelection, specialinvoke r0.<java.lang.Object: void <init>()>(), 35, 
277, void <init>(java.lang.String;java.util.List), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String selection> = $r1, 47, 
278, void <init>(java.lang.String;java.util.List), org.fdroid.fdroid.data.QuerySelection, r0.<org.fdroid.fdroid.data.QuerySelection: java.lang.String[] args> = $r3, 41, 
279, boolean isDistinct(), org.fdroid.fdroid.data.AppProvider$Query, return 0, 435, 
280, boolean isDistinct(), org.fdroid.fdroid.data.AppProvider$Query, if $i0 != 1 goto return 0, 426, 
281, boolean isDistinct(), org.fdroid.fdroid.data.AppProvider$Query, $i0 = virtualinvoke r0.<org.fdroid.fdroid.data.AppProvider$Query: int fieldCount()>(), 424, 
